1,01_0003_0005,12/20/2012,Reni,12/20/2012,1,91   ,91.00,,,,12/21/2012,,
1,02_0013_0020,12/20/2012,Reni,12/20/2012,1,95   ,95.00,,,,12/21/2012,,
